ultimaAtualizacaoCadastral,situacao,sequencialImovel,proprietarioPrincipal,natureza,inscricaoImobiliaria,enderecoImovelNomeLogradouro,enderecoImovelMunicipio,enderecoImovelEstado,enderecoImovelComplemento,enderecoImovelCodigoLogradouro,enderecoImovelCep,enderecoImovelBairro,enderecoCorrespondenciaNumero,enderecoCorrespondenciaNomeLogradouro,enderecoCorrespondenciaMunicipio,enderecoCorrespondenciaEstado,enderecoCorrespondenciaComplemento,enderecoCorrespondenciaCep,enderecoCorrespondenciaBairro,documentoProprietario,cepProprietario,topografiaLote,testadaPrincipalLote,testadaFicticiaLote,superficieLote,muradoLote,formatoLote,comCalcadaLote,areaLote,tipoEmpreendimentoMultipla,quantidadePavimentosMultipla,nomeSuperContemMultipla,nomeEdificacaoMultipla,areaTotalConstruidaMultipla,anoConstrucaoMultipla,tipoEstruturaSimples,tipoEmpreendimentoSimples,tipoConstrucaoSimples,padraoConstrucaoSimples,numeroHabiteseSimples,fracaoIdealSimples,estadoConservacaoSimples,dataCadastroPrefeituraSimples,coeficienteDepreciacao,areaTotalConstruidaSimples,valorVenal,valorAreaConstruidaM2,v0ValorTestadaFicticia,tipoAliquotaImposto,regimeTributacaoTLP,regimeTributacaoIPTU,patrimonio,aliquotaImposto,situacaoPavimentacao,distrito,setor,quadra,face,lote,sequencial,longitude,latitude
29/11/2015,Ativo,1197371,EMPRESA DE MANUTENCAO E LIMPEZA URBANA EMLURB,Predial,1.1550.080.04.0500.0000-9,AV GOV CARLOS DE LIMA CAVALCANTI,RECIFE,PE,,15024,50070110,BOA VISTA,9,AV GOV CARLOS DE LIMA CAVALCANTI,RECIFE,PE,,50070110,BOA VISTA,11.497.013/0001-34,50070110,Plana,Plana,43.00,Seca,Sim,Irregular,Sim,4128.00,,,,,,,Alvenaria,Edificação Especial,Edificação Especial,Médio,,1.0,Bom,01/01/1939,0.6,2474.54,2000708.41,549.97,18073.18,Normal,Isenção 100% Lei 13535/79 Criação da Emlurb,Isenção 100  % Lei 13539/79 - Criação da Emlurb,Empresa Pública Municipal,0.0000,Pavimentado,1,1550,80,4,500,1197371,-34.895462,-8.056565
29/11/2015,Ativo,1203568,MUNICIPIO DO RECIFE,Predial,1.1550.125.05.0215.0000-9,AV LINS PETIT,RECIFE,PE,,39063,50070230,BOA VISTA,45,AV LINS PETIT,RECIFE,PE,,50070230,BOA VISTA,10.565.000/0001-92,50030230,Plana,Plana,12.25,Seca,Sim,Irregular,Sim,716.62,,,,,,,Alvenaria,Casa,Casa,Simples,,1.0,Bom,01/01/1952,0.6,614.38,368597.15,392.92,13820.62,Normal,38 - Isencao Total,Imune Executivo,Municipal com uso próprio,0.0000,Pavimentado,1,1550,125,5,215,1203568,-34.894571,-8.060861
29/11/2015,Ativo,1206893,EMPRESA DE URBANIZACAO DO RECIFE,Predial,1.1555.025.01.0843.0000-8,AV OLIVEIRA LIMA,RECIFE,PE,,47511,50050390,SOLEDADE,867,AV OLIVEIRA LIMA,RECIFE,PE,,50050390,SOLEDADE,09.945.742/0001-64,50770290,Plana,Plana,77.00,Seca,Sim,Irregular,Sim,10545.15,,,,,,,Alvenaria,Edificação Especial,Edificação Especial,Médio,,1.0,Bom,01/01/1939,0.6,3384.8,2594285.47,549.97,11694.47,Normal,Normal,Imune Executivo,Municipal com uso próprio,0.0000,Pavimentado,1,1555,25,1,843,1206893,-34.888296,-8.057565
29/11/2015,Ativo,1221086,MUNICIPIO DO RECIFE,Predial,1.1555.050.02.0150.0000-1,RUA DO HOSPICIO,RECIFE,PE,,29335,50060080,BOA VISTA,81,RUA DO HOSPICIO,RECIFE,PE,,50060080,BOA VISTA,10.565.000/0001-92,50030230,Plana,Plana,5.50,Seca,Sim,Irregular,Sim,3060.19,,,,,,,Alvenaria,Edificação Especial,Edificação Especial,Médio,,1.0,Bom,05/08/1993,0.6,1313.87,685440.37,549.97,24127.10,Normal,38 - Isencao Total,Imune Executivo,Municipal com uso próprio,0.0000,Pavimentado,1,1555,50,2,150,1221086,-34.88507,-8.061719
29/11/2015,Ativo,1229443,MUNICIPIO DO RECIFE,Predial,1.1555.100.01.0705.0000-1,RUA BARAO DE SAO BORJA,RECIFE,PE,,12122,50070310,BOA VISTA,279,RUA BARAO DE SAO BORJA,RECIFE,PE,,50070310,BOA VISTA,10.565.000/0001-92,50030230,Plana,Plana,42.00,Seca,Sim,Irregular,Sim,3192.00,,,,,,,Concreto,Edificação Especial,Edificação Especial,Médio,,1.0,Bom,01/01/1939,0.6,3670.2,1915457.87,549.97,11694.47,Normal,38 - Isencao Total,Imune Executivo,Municipal com uso próprio,0.0000,Pavimentado,1,1555,100,1,705,1229443,-34.890141,-8.060861
29/11/2015,Ativo,1238205,MUNICIPIO DO RECIFE,Predial,1.1555.145.04.0105.0000-3,RUA DA SANTA CRUZ,RECIFE,PE,,53805,50060230,BOA VISTA,,RUA DA SANTA CRUZ,RECIFE,PE,,50060230,BOA VISTA,10.565.000/0001-92,50030230,Plana,Plana,45.00,Seca,Sim,Irregular,Sim,2527.00,,,,,,,Alvenaria,Edificação Especial,Edificação Especial,Simples,,1.0,Bom,01/01/1971,0.7849,2076.0,1326242.05,392.92,11694.47,Normal,38 - Isencao Total,Imune Executivo,Municipal com uso próprio,0.0000,Pavimentado,1,1555,145,4,105,1238205,-34.888381,-8.06329
29/11/2015,Ativo,1238710,MUNICIPIO DO RECIFE,Predial,1.1555.150.03.0055.0000-4,RUA DA GLORIA,RECIFE,PE,,26727,50060280,BOA VISTA,240,RUA DA GLORIA,RECIFE,PE,,50060280,BOA VISTA,10.565.000/0001-92,50030230,Plana,Plana,5.35,Seca,Sim,Irregular,Sim,152.47,,,,,,,Alvenaria,Casa,Casa,Médio,159999902,1.0,Regular,01/01/1939,0.6,254.42,130908.45,458.43,11694.47,Normal,Ocorrência do Instituto da Confusão,Ocorrência do Instituto da Confusão,Municipal com uso próprio,0.0000,Pavimentado,1,1555,150,3,55,1238710,-34.886634,-8.064026
29/11/2015,Ativo,1248570,MUNICIPIO DO RECIFE,Predial,1.1560.075.03.0180.0000-8,RUA PRINCESA IZABEL,RECIFE,PE,,31810,50050450,SANTO AMARO,410,RUA PRINCESA IZABEL,RECIFE,PE,,50050450,SANTO AMARO,10.565.000/0001-92,50030230,Plana,Plana,50.00,Seca,Sim,Irregular,Sim,6045.00,,,,,,,Alvenaria,Edificação Especial,Edificação Especial,Médio,,1.0,Bom,01/01/1939,0.6,2900.0,3114789.31,549.97,26932.62,Normal,38 - Isencao Total,Imune Executivo,Municipal com uso próprio,0.0000,Pavimentado,1,1560,75,3,180,1248570,-34.881524,-8.05696
29/11/2015,Ativo,1254952,MUNICIPIO DO RECIFE,Predial,1.1560.130.02.0270.0001-8,RUA DA UNIAO,RECIFE,PE,,62235,50050010,BOA VISTA,273,RUA DA UNIAO,RECIFE,PE,,50050010,BOA VISTA,10.565.000/0001-92,50030230,Plana,Plana,7.20,Seca,Sim,Irregular,Sim,237.60,,,,,,,Concreto,Edificação Especial,Edificação Especial,Simples,,1.0,Bom,01/10/1947,0.6,666.0,338929.16,392.92,24127.10,Normal,38 - Isencao Total,Imune Executivo,Municipal com uso próprio,0.0000,Pavimentado,1,1560,130,2,270,1254952,-34.881048,-8.059493
29/11/2015,Ativo,1275291,MUNICIPIO DO RECIFE,Predial,1.1560.160.02.0340.0000-8,RUA DA AURORA,RECIFE,PE,,9164,50050000,BOA VISTA,265,RUA DA AURORA,RECIFE,PE,,50050000,BOA VISTA,10.565.000/0001-92,50030230,Plana,Plana,12.00,Seca,Sim,Irregular,Sim,672.00,,,,,,,Alvenaria,Edificação Especial,Edificação Especial,Médio,,1.0,Bom,01/01/1939,0.6,2016.0,1238816.26,549.97,36696.90,Normal,38 - Isencao Total,Imune Executivo,Municipal com uso próprio,0.0000,Pavimentado,1,1560,160,2,340,1275291,-34.881524,-8.061229
29/11/2015,Ativo,1298127,MUNICIPIO DO RECIFE,Predial,1.1560.195.11.0110.0000-9,RUA DR JOSE MARIANO,RECIFE,PE,,36234,50060290,BOA VISTA,308,RUA DR JOSE MARIANO,RECIFE,PE,,50060290,BOA VISTA,10.565.000/0001-92,50030230,Plana,Plana,7.00,Seca,Sim,Irregular,Sim,129.50,,,,,,,Alvenaria,Edificação Especial,Edificação Especial,Simples,,1.0,Bom,01/10/1939,0.6,150.0,131873.58,392.92,18073.18,Normal,38 - Isencao Total,Imune Executivo,Municipal com uso próprio,0.0000,Pavimentado,1,1560,195,11,110,1298127,-34.884941,-8.064618
29/11/2015,Ativo,1300539,MUNICIPIO DO RECIFE,Predial,1.1560.200.09.1205.0000-4,RUA DA GLORIA,RECIFE,PE,,26727,50060280,BOA VISTA,283,RUA DA GLORIA,RECIFE,PE,,50060280,BOA VISTA,10.565.000/0001-92,50030230,Plana,Plana,4.55,Seca,Sim,Irregular,Sim,113.75,,,,,,,Alvenaria,Casa,Casa,Simples,,1.0,Bom,01/01/1939,0.6,163.92,87059.58,392.92,11694.47,Normal,38 - Isencao Total,Imune Executivo,Municipal com uso próprio,0.0000,Pavimentado,1,1560,200,9,1205,1300539,-34.887063,-8.064311
29/11/2015,Ativo,1300946,MUNICIPIO DO RECIFE,Predial,1.1565.010.01.0040.0001-6,PRC DA REPUBLICA,RECIFE,PE,,66877,50010040,SANTO ANTONIO,,PRC DA REPUBLICA,RECIFE,PE,,50010040,SANTO ANTONIO,10.565.000/0001-92,50030230,Plana,Plana,14.00,Seca,Sim,Irregular,Sim,518.00,Edifício Misto,5,,,2370.0,1972,Concreto,Edificação Especial,Edificação Especial,Médio,,0.57805,Bom,01/02/1972,0.7946,1370.0,839385.92,549.97,26932.62,Normal,38 - Isencao Total,Imune Executivo,Municipal com uso próprio,0.0000,Pavimentado,1,1565,10,1,40,1300946,-34.878442,-8.060769
29/11/2015,Ativo,1300954,MUNICIPIO DO RECIFE,Predial,1.1565.010.01.0040.0002-4,PRC DA REPUBLICA,RECIFE,PE,,66877,50010040,SANTO ANTONIO,,PRC DA REPUBLICA,RECIFE,PE,,50010040,SANTO ANTONIO,10.565.000/0001-92,50030230,Plana,Plana,14.00,Seca,Sim,Irregular,Sim,518.00,Edifício Misto,5,,,2370.0,1972,Concreto,Edificação Especial,Edificação Especial,Médio,,0.42194,Bom,01/02/1972,0.7946,1000.0,612692.82,549.97,26932.62,Normal,38 - Isencao Total,Imune Executivo,Municipal com uso próprio,0.0000,Pavimentado,1,1565,10,1,40,1300954,-34.878442,-8.060769
28/11/2015,Ativo,1303430,MUNICIPIO DO RECIFE,Territorial,1.1565.075.01.0200.0000-3,RUA SIQUEIRA CAMPOS Q-S/N,RECIFE,PE,,0,50010010,SANTO ANTONIO,925,C DO APOLO,RECIFE,PE,EDIF.ESPECIAL,50000,RECIFE,10.565.000/0001-92,50030230,Plana,Plana,20.00,Seca,Não,Irregular,Sim,240.00,,,,,,,,,,,,,,,,,307839.85,,26932.62,Normal,38 - Isencao Total,Imune Executivo,Municipal com uso próprio,0.0000,Parcialmente Pavimentado,1,1565,75,1,200,1303430,,
29/11/2015,Ativo,1315862,EMPRESA DE URBANIZACAO DO RECIFE,Predial,1.1565.085.04.0075.0000-6,RUA ENG UBALDO GOMES DE MATOS,RECIFE,PE,,62014,50010310,SANTO ANTONIO,21,RUA ENG UBALDO GOMES DE MATOS,RECIFE,PE,,50010310,SANTO ANTONIO,09.945.742/0001-64,50770290,Plana,Plana,3.90,Seca,Sim,Irregular,Sim,29.25,,,,,,,Alvenaria,Loja,Loja <= 4 Pavimentos,Simples,,1.0,Mau,01/01/1939,0.6,29.25,50060.34,458.43,26932.62,Normal,38 - Isencao Total,Imune Executivo,Particular,0.0000,Pavimentado,1,1565,85,4,75,1315862,-34.877885,-8.062914
29/11/2015,Ativo,1335502,MUNICIPIO DO RECIFE,Predial,1.1565.210.04.0075.0000-5,RUA JOAO SOUTO MAIOR,RECIFE,PE,,34363,50010450,SANTO ANTONIO,67,RUA JOAO SOUTO MAIOR,RECIFE,PE,,50010450,SANTO ANTONIO,10.565.000/0001-92,50030230,Plana,Plana,6.00,Seca,Sim,Irregular,Sim,42.00,,,,,,,Alvenaria,Loja,Loja <= 4 Pavimentos,Simples,,1.0,Regular,01/01/1939,0.6,39.06,67661.13,550.12,24127.10,Normal,38 - Isencao Total,Imune Executivo,Municipal com uso próprio,0.0000,Via Projetada,1,1565,210,4,75,1335502,-34.879761,-8.065212
29/11/2015,Ativo,1352539,MUNICIPIO DO RECIFE,Territorial,1.1565.300.01.0085.0000-3,AV N S DO CARMO,RECIFE,PE,,0,50010170,SANTO ANTONIO,925,C DO APOLO,RECIFE,PE,EDIF.ESPECIAL,50000,RECIFE,10.565.000/0001-92,50030230,Plana,Plana,15.00,Seca,Não,Irregular,Sim,270.00,,,,,,,,,,,,,,,,,397678.05,,35349.16,Normal,38 - Isencao Total,Imune Executivo,Municipal com uso próprio,0.0000,Parcialmente Pavimentado,1,1565,300,1,85,1352539,-34.87893,-8.066124
29/11/2015,Ativo,1352547,MUNICIPIO DO RECIFE,Territorial,1.1565.300.01.0100.0000-4,AV N S DO CARMO,RECIFE,PE,,0,50010170,SANTO ANTONIO,925,C DO APOLO,RECIFE,PE,EDIF.ESPECIAL,50000,RECIFE,10.565.000/0001-92,50030230,Plana,Plana,3.50,Seca,Não,Irregular,Sim,66.50,,,,,,,,,,,,,,,,,95796.22,,35349.16,Normal,38 - Isencao Total,Imune Executivo,Municipal com uso próprio,0.0000,Parcialmente Pavimentado,1,1565,300,1,100,1352547,-34.878803,-8.066144
29/11/2015,Ativo,1352806,MUNICIPIO DO RECIFE,Predial,1.1565.305.04.0040.0000-2,RUA SAO PEDRO,RECIFE,PE,,50008,50020210,SANTO ANTONIO,48,RUA SAO PEDRO,RECIFE,PE,,50020210,SANTO ANTONIO,10.565.000/0001-92,50030230,Plana,Plana,4.00,Seca,Sim,Irregular,Sim,80.00,,,,,,,Alvenaria,Loja,Loja <= 4 Pavimentos,Simples,79999939,1.0,Bom,01/01/1939,0.6,188.0,139260.26,550.12,24127.10,Normal,38 - Isencao Total,Imune Executivo,Municipal com uso próprio,0.0000,Pavimentado,1,1565,305,4,40,1352806,-34.878605,-8.066906
29/11/2015,Ativo,1352814,MUNICIPIO DO RECIFE,Predial,1.1565.305.04.0050.0001-4,RUA SAO PEDRO,RECIFE,PE,,50008,50020210,SANTO ANTONIO,925,CAIS DO APOLO,RECIFE,PE,,50030230,RECIFE,10.565.000/0001-92,50030230,Plana,Plana,3.00,Seca,Sim,Irregular,Sim,66.00,MMigração GEO,4,,,204.0,1939,Concreto,Galpão,Galpão,Simples,,0.5,Bom,01/01/1939,0.6,102.0,50678.91,327.41,24127.10,Normal,38 - Isencao Total,Imune Executivo,Municipal com uso próprio,0.0000,Pavimentado,1,1565,305,4,50,1352814,-34.878658,-8.066871
29/11/2015,Ativo,1352822,MUNICIPIO DO RECIFE,Predial,1.1565.305.04.0050.0002-2,RUA SAO PEDRO,RECIFE,PE,,50008,50020210,SANTO ANTONIO,925,CAIS DO APOLO,RECIFE,PE,,50030230,RECIFE,10.565.000/0001-92,50030230,Plana,Plana,3.00,Seca,Sim,Irregular,Sim,66.00,MMigração GEO,4,,,204.0,1939,Concreto,Casa,Galpão,Simples,,0.5,Bom,01/01/1939,0.6,102.0,50678.91,327.41,24127.10,Normal,Ocorrência do Instituto da Confusão,Ocorrência do Instituto da Confusão,Administração Direta Municipal,0.0000,Pavimentado,1,1565,305,4,50,1352822,-34.878658,-8.066871
29/11/2015,Ativo,1353519,MUNICIPIO DO RECIFE,Territorial,1.1565.315.04.0065.0000-8,RUA DO RANGEL,RECIFE,PE,,0,50020560,SANTO ANTONIO,925,C DO APOLO,RECIFE,PE,EDIF.ESPECIAL,50000,RECIFE,10.565.000/0001-92,50030230,Plana,Plana,5.50,Seca,Não,Irregular,Sim,165.00,,,,,,,,,,,,,,,,,87707.24,,15946.77,Normal,38 - Isencao Total,Imune Executivo,Municipal com uso próprio,0.0000,Parcialmente Pavimentado,1,1565,315,4,65,1353519,-34.877147,-8.0663
29/11/2015,Ativo,1353977,MUNICIPIO DO RECIFE,Predial,1.1565.325.03.0030.0000-1,RUA SAO PEDRO,RECIFE,PE,,50008,50020210,SANTO ANTONIO,88,RUA SAO PEDRO,RECIFE,PE,,50020210,SANTO ANTONIO,10.565.000/0001-92,50030230,Plana,Plana,5.00,Seca,Sim,Irregular,Sim,135.00,,,,,,,Alvenaria,Casa,Casa,Simples,,1.0,Bom,01/01/1939,0.6,200.0,80465.77,392.92,7028.56,Normal,38 - Isencao Total,Imune Executivo,Municipal com uso próprio,0.0000,Pavimentado,1,1565,325,3,30,1353977,-34.878915,-8.066648
29/11/2015,Ativo,1356674,MUNICIPIO DO RECIFE,Predial,1.1565.345.02.0197.0000-0,PAT DE SAO PEDRO,RECIFE,PE,,66796,50020220,SANTO ANTONIO,4,PAT DE SAO PEDRO,RECIFE,PE,,50020220,SANTO ANTONIO,10.565.000/0001-92,50030230,Plana,Plana,4.00,Seca,Sim,Irregular,Sim,92.00,,,,,,,Alvenaria,Casa,Casa,Simples,,1.0,Bom,01/01/1939,0.6,87.5,100910.07,327.41,24127.10,Normal,38 - Isencao Total,Imune Executivo,Municipal com uso próprio,0.0000,Pavimentado,1,1565,345,2,197,1356674,-34.879155,-8.066739
29/11/2015,Ativo,1356682,MUNICIPIO DO RECIFE,Predial,1.1565.345.02.0206.0000-6,PAT DE SAO PEDRO,RECIFE,PE,,66796,50020220,SANTO ANTONIO,10,PAT DE SAO PEDRO,RECIFE,PE,,50020220,SANTO ANTONIO,10.565.000/0001-92,50030230,Plana,Plana,5.00,Seca,Sim,Irregular,Sim,60.00,,,,,,,Alvenaria,Edificação Especial,Edificação Especial,Médio,,1.0,Bom,01/01/1939,0.6,268.45,157587.18,549.97,24127.10,Normal,38 - Isencao Total,Imune Executivo,Municipal com uso próprio,0.0000,Pavimentado,1,1565,345,2,206,1356682,-34.879147,-8.066827
29/11/2015,Ativo,1356690,MUNICIPIO DO RECIFE,Predial,1.1565.345.02.0230.0000-0,PAT DE SAO PEDRO,RECIFE,PE,CASA,66796,50020220,SANTO ANTONIO,38,PAT DE SAO PEDRO,RECIFE,PE,CASA,50020220,SANTO ANTONIO,10.565.000/0001-92,50030230,Plana,Plana,6.00,Seca,Sim,Irregular,Sim,102.00,,,,,,,Alvenaria,Loja,Loja <= 4 Pavimentos,Simples,999997,1.0,Bom,30/12/1981,0.6,96.7,136629.57,550.12,24127.10,Normal,38 - Isencao Total,Imune Executivo,Municipal com uso próprio,0.0000,Pavimentado,1,1565,345,2,230,1356690,-34.879233,-8.066987
29/11/2015,Ativo,1356704,MUNICIPIO DO RECIFE,Predial,1.1565.345.02.0225.0000-9,PAT DE SAO PEDRO,RECIFE,PE,,66796,50020220,SANTO ANTONIO,34,PAT DE SAO PEDRO,RECIFE,PE,,50020220,SANTO ANTONIO,10.565.000/0001-92,50030230,Plana,Plana,3.00,Seca,Sim,Irregular,Sim,42.00,,,,,,,Alvenaria,Casa,Casa,Simples,,1.0,Bom,01/01/1939,0.6,52.0,58341.86,392.92,24127.10,Normal,38 - Isencao Total,Imune Executivo,Municipal com uso próprio,0.0000,Pavimentado,1,1565,345,2,225,1356704,-34.879216,-8.066948
29/11/2015,Ativo,1356712,MUNICIPIO DO RECIFE,Predial,1.1565.345.02.0235.0000-2,PAT DE SAO PEDRO,RECIFE,PE,,66796,50020220,SANTO ANTONIO,44,PAT DE SAO PEDRO,RECIFE,PE,,50020220,SANTO ANTONIO,10.565.000/0001-92,50030230,Plana,Plana,7.00,Seca,Sim,Irregular,Sim,105.00,,,,,,,Alvenaria,Loja,Loja <= 4 Pavimentos,Simples,,1.0,Bom,01/01/1939,0.6,55.0,127801.75,458.43,24127.10,Normal,38 - Isencao Total,Imune Executivo,Municipal com uso próprio,0.0000,Pavimentado,1,1565,345,2,235,1356712,-34.879263,-8.067046
29/11/2015,Ativo,1356720,MUNICIPIO DO RECIFE,Predial,1.1565.345.02.0242.0000-2,PAT DE SAO PEDRO,RECIFE,PE,,66796,50020220,SANTO ANTONIO,48,PAT DE SAO PEDRO,RECIFE,PE,,50020220,SANTO ANTONIO,10.565.000/0001-92,50030230,Plana,Plana,3.00,Seca,Sim,Irregular,Sim,45.00,,,,,,,Alvenaria,Casa,Casa,Simples,,1.0,Bom,01/01/1939,0.6,25.0,54148.00,392.92,24127.10,Normal,38 - Isencao Total,Imune Executivo,Municipal com uso próprio,0.0000,Pavimentado,1,1565,345,2,242,1356720,-34.879292,-8.067107
29/11/2015,Ativo,1357875,MUNICIPIO DO RECIFE,Predial,1.1565.355.04.0150.0000-6,RUA FELIPE CAMARAO,RECIFE,PE,,23833,50020250,SANTO ANTONIO,49,RUA FELIPE CAMARAO,RECIFE,PE,,50020250,SANTO ANTONIO,10.565.000/0001-92,50030230,Plana,Plana,4.00,Seca,Sim,Irregular,Sim,112.00,,,,,,,Alvenaria,Galpão,Galpão,Simples,,1.0,Bom,01/01/1939,0.6,150.0,122597.51,327.41,24127.10,Normal,38 - Isencao Total,Imune Executivo,Municipal com uso próprio,0.0000,Pavimentado,1,1565,355,4,150,1357875,-34.878905,-8.067364
29/11/2015,Ativo,1357883,MUNICIPIO DO RECIFE,Predial,1.1565.355.05.0155.0000-7,PAT DE SAO PEDRO,RECIFE,PE,,66796,50020220,SANTO ANTONIO,45,PAT DE SAO PEDRO,RECIFE,PE,,50020220,SANTO ANTONIO,10.565.000/0001-92,50030230,Plana,Plana,4.00,Seca,Sim,Irregular,Sim,108.00,,,,,,,Alvenaria,Loja,Loja <= 4 Pavimentos,Simples,,1.0,Bom,01/01/1939,0.6,50.0,105194.61,458.43,24127.10,Normal,38 - Isencao Total,Imune Executivo,Municipal com uso próprio,0.0000,Pavimentado,1,1565,355,5,155,1357883,-34.87888,-8.067332
29/11/2015,Ativo,1357891,MUNICIPIO DO RECIFE,Predial,1.1565.355.05.0160.0000-8,PAT DE SAO PEDRO,RECIFE,PE,,66796,50020220,SANTO ANTONIO,39,PAT DE SAO PEDRO,RECIFE,PE,,50020220,SANTO ANTONIO,10.565.000/0001-92,50030230,Plana,Plana,5.00,Seca,Sim,Irregular,Sim,117.50,,,,,,,Alvenaria,Loja,Loja <= 4 Pavimentos,Simples,,1.0,Bom,01/01/1939,0.6,143.0,153118.27,550.12,24127.10,Normal,38 - Isencao Total,Imune Executivo,Municipal com uso próprio,0.0000,Pavimentado,1,1565,355,5,160,1357891,-34.87887,-8.067298
29/11/2015,Ativo,1357905,MUNICIPIO DO RECIFE,Predial,1.1565.355.05.0165.0000-0,PAT DE SAO PEDRO,RECIFE,PE,,66796,50020220,SANTO ANTONIO,35,PAT DE SAO PEDRO,RECIFE,PE,,50020220,SANTO ANTONIO,10.565.000/0001-92,50030230,Plana,Plana,5.00,Seca,Sim,Irregular,Sim,117.50,,,,,,,Alvenaria,Galpão,Galpão,Simples,,1.0,Bom,01/01/1939,0.6,138.78,133180.75,327.41,24127.10,Normal,38 - Isencao Total,Imune Executivo,Municipal com uso próprio,0.0000,Pavimentado,1,1565,355,5,165,1357905,-34.878837,-8.06728
29/11/2015,Ativo,1357913,MUNICIPIO DO RECIFE,Predial,1.1565.355.05.0170.0000-1,PAT DE SAO PEDRO,RECIFE,PE,,66796,50020220,SANTO ANTONIO,33,PAT DE SAO PEDRO,RECIFE,PE,,50020220,SANTO ANTONIO,10.565.000/0001-92,50030230,Plana,Plana,5.50,Seca,Sim,Irregular,Sim,176.50,,,,,,,Alvenaria,Loja,Loja <= 4 Pavimentos,Médio,,1.0,Bom,01/01/1939,0.6,261.0,237781.25,641.75,24127.10,Normal,38 - Isencao Total,Imune Executivo,Municipal com uso próprio,0.0000,Pavimentado,1,1565,355,5,170,1357913,-34.878825,-8.067237
29/11/2015,Ativo,1357921,MUNICIPIO DO RECIFE,Predial,1.1565.355.05.0175.0000-4,PAT DE SAO PEDRO,RECIFE,PE,,66796,50020220,SANTO ANTONIO,25,PAT DE SAO PEDRO,RECIFE,PE,,50020220,SANTO ANTONIO,10.565.000/0001-92,50030230,Plana,Plana,5.00,Seca,Sim,Irregular,Sim,115.00,,,,,,,Alvenaria,Casa,Casa,Simples,,1.0,Bom,01/01/1939,0.6,177.2,139521.84,327.41,24127.10,Normal,38 - Isencao Total,Imune Executivo,Municipal com uso próprio,0.0000,Pavimentado,1,1565,355,5,175,1357921,-34.878797,-8.067207
29/11/2015,Ativo,1357930,MUNICIPIO DO RECIFE,Predial,1.1565.355.05.0180.0000-5,PAT DE SAO PEDRO,RECIFE,PE,,66796,50020220,SANTO ANTONIO,21,PAT DE SAO PEDRO,RECIFE,PE,,50020220,SANTO ANTONIO,10.565.000/0001-92,50030230,Plana,Plana,4.00,Seca,Sim,Irregular,Sim,92.00,,,,,,,Alvenaria,Casa,Casa,Simples,,1.0,Bom,01/01/1939,0.6,108.0,109182.26,392.92,24127.10,Normal,38 - Isencao Total,Imune Executivo,Municipal com uso próprio,0.0000,Pavimentado,1,1565,355,5,180,1357930,-34.878776,-8.067178
29/11/2015,Ativo,1357948,MUNICIPIO DO RECIFE,Predial,1.1565.355.05.0190.0000-9,PAT DE SAO PEDRO,RECIFE,PE,,66796,50020220,SANTO ANTONIO,17,PAT DE SAO PEDRO,RECIFE,PE,,50020220,SANTO ANTONIO,10.565.000/0001-92,50030230,Plana,Plana,5.00,Seca,Sim,Irregular,Sim,115.00,,,,,,,Alvenaria,Casa,Casa,Simples,,1.0,Bom,01/01/1939,0.6,246.4,162800.90,392.92,24127.10,Normal,38 - Isencao Total,Imune Executivo,Municipal com uso próprio,0.0000,Pavimentado,1,1565,355,5,190,1357948,-34.878752,-8.067143
29/11/2015,Ativo,1357956,MUNICIPIO DO RECIFE,Predial,1.1565.355.05.0195.0000-1,PAT DE SAO PEDRO,RECIFE,PE,,66796,50020220,SANTO ANTONIO,11,PAT DE SAO PEDRO,RECIFE,PE,,50020220,SANTO ANTONIO,10.565.000/0001-92,50030230,Plana,Plana,5.00,Seca,Sim,Irregular,Sim,115.00,,,,,,,Alvenaria,Loja,Loja <= 4 Pavimentos,Médio,,1.0,Bom,01/01/1939,0.6,230.0,193273.11,641.75,24127.10,Normal,38 - Isencao Total,Imune Executivo,Municipal com uso próprio,0.0000,Pavimentado,1,1565,355,5,195,1357956,-34.878721,-8.067104
29/11/2015,Ativo,1358340,MUNICIPIO DO RECIFE,Territorial,1.1565.366.04.0030.0000-8,C SANTA RITA Q-S/N,RECIFE,PE,,0,50020360,SAO JOSE,925,C DO APOLO,RECIFE,PE,EDIF.ESPECIAL,50000,RECIFE,10.565.000/0001-92,50030230,Plana,Plana,14.00,Seca,Não,Irregular,Sim,455.00,,,,,,,,,,,,,,,,,432987.17,,29738.13,Normal,38 - Isencao Total,Imune Executivo,Municipal com uso próprio,0.0000,Parcialmente Pavimentado,1,1565,366,4,30,1358340,-34.87587,-8.068164
29/11/2015,Ativo,1361155,MUNICIPIO DO RECIFE,Territorial,1.1565.405.04.0375.0000-9,C SANTA RITA,RECIFE,PE,,0,50020360,SAO JOSE,925,C DO APOLO,RECIFE,PE,EDIF.ESPECIAL,50000,RECIFE,10.565.000/0001-92,50030230,Plana,Plana,6.00,Seca,Não,Irregular,Sim,180.00,,,,,,,,,,,,,,,,,144762.60,,24127.10,Normal,38 - Isencao Total,Imune Executivo,Municipal com uso próprio,0.0000,Parcialmente Pavimentado,1,1565,405,4,375,1361155,,
